----  Field Name Anthropology: 
----  Field Level 1.0: 
----  Field Papers Number 119117:
----  All time max citation paper: Using thematic analysis in psychology, 2008, (6353.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1991|175.0|2.0|Psychological Review|Culture and the self: Implications for cognition, emotion, and motivation
1992|419.0|2.0|Psychological Review|Memory and the hippocampus : a synthesis from findings with rats, monkeys, and humans
1993|114.0|2.0|JAMA Neurology|Frontal-subcortical circuits and human behavior.
1994|170.0|2.0|Journal of Neurobiology|The role of neurotrophins in the developing nervous system.
1995|221.0|2.0|Proteins|Funnels, pathways, and the energy landscape of protein folding: A synthesis
1996|190.0|3.0|FEBS Journal|Initiation of protein synthesis in eukaryotic cells
1997|91.0|3.0|Quarterly Journal of Economics|Africa's Growth Tragedy: Policies and Ethnic Divisions
1998|430.0|4.0|The New England Journal of Medicine|Spontaneous initiation of atrial fibrillation by ectopic beats originating in the pulmonary veins.
1999|196.0|4.0|Management Information Systems Quarterly|A set of principles for conducting and evaluating interpretive field studies in information systems
2000|661.0|5.0|Journal of Molecular Endocrinology|Absolute quantification of mRNA using real-time reverse transcription polymerase chain reaction assays.
2001|329.0|5.0|Proceedings of the National Academy of Sciences of the United States of America|A default mode of brain function
2002|359.0|5.0|IEEE Journal on Selected Areas in Communications|Scribe: a large-scale and decentralized application-level multicast infrastructure
2003|396.0|6.0|Annual Review of Neuroscience|NEUROTROPHINS: Roles in Neuronal Development and Function1
2004|554.0|6.0|Teaching Sociology|Qualitative research methods for the social sciences
2005|424.0|6.0|Neuron|Contributions of the Amygdala to Emotion Processing: From Animal Models to Human Behavior
2006|952.0|6.0|Cytotherapy|Minimal criteria for defining multipotent mesenchymal stromal cells. The International Society for Cellular Therapy position statement
2007|461.0|6.0|Stem Cells|Concise Review: Mesenchymal Stem Cells: Their Phenotype, Differentiation Capacity, Immunological Features, and Potential for Homing
2008|3188.0|6.0|Qualitative Research in Psychology|Using thematic analysis in psychology
2009|731.0|6.0|Theory Into Practice|Funds of knowledge for teaching: Using a qualitative approach to connect homes and classrooms
2010|752.0|6.0|Theory Into Practice|Determining Validity in Qualitative Inquiry
