----  Field Name Macroecology: 
----  Field Level 2.0: 
----  Field Papers Number 9086:
----  All time max citation paper: The composition of the Earth, 1995, (3800.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1987|20.0|3.0|Journal of Chemical Physics|Photoionization Dynamics and Abundance Patterns in Laser Vaporized Tin and Lead Clusters,
1988|45.0|3.0|Earth and Planetary Science Letters|Experimental determination of element partitioning between silicate perovskites, garnets and liquids: constraints on early differentiation of the mantle
1989|29.0|3.0|Journal of Chemical Physics|Chemistry of semiconductor clusters: A study of the reactions of size selected Si+n (n=324) with C2H4 using selected ion drift tube techniques
1990|39.0|3.0|Earth and Planetary Science Letters|Mid-ocean ridge popping rocks: implications for degassing at ridge crests
1991|23.0|3.0|Journal of Geophysical Research|Polycyclic aromatic and organochlorine compounds in the atmosphere of northern Ellesmere Island, Canada
1992|25.0|4.0|Journal of Chemical Physics|Structure of phosphorus clusters using simulated annealing. II. P9, P10, P11, anions P24, P210, P311, and cations P+n to n=11
1993|65.0|2.0|The Plant Cell|Phytochrome A null mutants of Arabidopsis display a wild-type phenotype in white light.
1994|38.0|3.5|Philosophical Transactions of the Royal Society B|Estimating Terrestrial Biodiversity through Extrapolation
1995|231.0|4.0|Neuron|Relative abundance of subunit mRNAs determines gating and Ca2+ permeability of AMPA receptors in principal neurons and interneurons in rat CNS.
1996|174.0|3.0|Applied and Environmental Microbiology|Bias caused by template annealing in the amplification of mixtures of 16S rRNA genes by PCR.
1997|83.0|5.0|Applied and Environmental Microbiology|Analysis of actinomycete communities by specific amplification of genes encoding 16S rRNA and gel-electrophoretic separation in denaturing gradients.
1998|70.0|5.0|Organic Geochemistry|Microalgal biomarkers: A review of recent research developments
1999|131.0|7.0|Molecular and Cellular Biology|A sampling of the yeast proteome.
2000|216.0|8.0|Nature|Quorum-sensing signals indicate that cystic fibrosis lungs are infectedwith bacterial biofilms
2001|238.0|7.0|Nature Biotechnology|Enrichment analysis of phosphorylated proteins as a tool for probing the phosphoproteome
2002|418.0|7.0|Applied Geochemistry|A review of the source, behaviour and distribution of arsenic in natural waters
2003|183.0|9.0|Annual Review of Ecology, Evolution, and Systematics|Latitudinal Gradients of Biodiversity: Pattern, Process, Scale, and Synthesis
2004|371.0|10.0|Journal of Geophysical Research|Deriving in situ phytoplankton absorption for biooptical productivity models in turbid waters
2005|249.0|9.0|Ecology Letters|A new statistical approach for assessing similarity of species composition with incidence and abundance data
2006|471.0|10.0|Nature|An obesity-associated gut microbiome with increased capacity for energy harvest.
2007|455.0|10.0|Ecography|Methods to account for spatial autocorrelation in the analysis of species distributional data: a review
2008|342.0|11.0|Ecology|TOWARD AN ECOLOGICAL CLASSIFICATION OF SOIL BACTERIA
2009|886.0|10.0|PLOS ONE|More than mere numbers: the impact of lethal control on the social stability of a top-order predator.
2010|406.0|9.0|Science|Scenarios for global biodiversity in the 21st Century
