----  Field Name Food technology: 
----  Field Level 2.0: 
----  Field Papers Number 16143:
----  All time max citation paper: Titanium dioxide photocatalysis, 2000, (1649.0 citations)
----  Papers with max citations after 5 year 
 Year|Citations|Median Citations|Venue Name|Title
1952|3.0|2.0|Transactions of The British Mycological Society|Effect of partial sterilization by steam or formalin on damping-off of sitka spruce
1953|5.0|1.0|Microbiology|An Infective Factor Controlling Sex Compatibility in Bacterium coli
1954|3.0|0.5|Journal of Dairy Science|The Antibacterial Action of Penicillin, Streptomycin, and Sulfanilamide against Heavy Suspensions of Vibrio Fetus Added to Semen Extender1
1955|7.0|1.5|Journal of Dairy Research|584. Spore-forming organisms in commercial sterilized milk
1956|5.0|0.0|Molecular Genetics and Genomics|Studies on female-sterility genes inDrosophila melanogaster: I. The effects of the geneDeep orange on embryonic development
1957|18.0|1.5|Archives of Microbiology|The development of artificial media for marine algae
1958|4.0|0.0|Journal of Dairy Science|Factors Affecting Terramycin Activity in Milk, Broth, Buffer, and Water1
1959|2.0|0.0|British Journal of Nutrition|Amino-acid content of raw and heat-sterilized cow's milk
1960|14.0|0.0|Transactions of The British Mycological Society|Fungal colonization of sterile hair in contact with soil.
1961|17.0|1.0|Hereditas|VIABLE MUTANTS INDUCED IN BARLEY BY IONIZING RADIATIONS AND CHEMICAL MUTAGENS
1962|7.0|1.0|Hereditas|RADIOSENSITIVITY IN DIFFERENT STAGES OF SPERMATOGENESIS IN DROSOPHILA MELANOGASTER
1963|7.0|2.0|Journal of Dairy Science|Effects of Phosphates Added to Concentrated Milks before Sterilization at Ultra-High Temperatures1
1964|5.0|1.0|Journal of Dairy Science|Measurement of Protein Stability in Sterile Concentrated Milk1
1965|14.0|1.0|Geochimica et Cosmochimica Acta|On the depth, time and mechanism of petroleum generation
1966|12.0|2.0|Journal of Food Science|Identification of Components in the Stale Flavor Fraction of Sterilized Concentrated Milk
1967|5.0|1.0|Parasitology|Sterile immunity, coinfectious immunity and strain differences in Babesia bigemina infections
1968|10.0|1.0|Journal of Insect Physiology|Radiation sterilization and the effect of multiple mating of females in Glossina austeni
1969|8.0|1.0|Genetics Research|The production of partially sterile mutants in Glossina austeni
1970|12.0|1.0|Microbiology|The Structure and Formation of Lomasomes
1971|8.0|1.0|Journal of Dairy Science|Factors Influencing the Production of Staphylococcal Enterotoxin A in Milk1,2,3
1972|17.0|1.0|Journal of Dairy Science|Characteristics of Insoluble Pepsin Used in a Continuous Milk-Clotting System
1973|27.0|1.0|Cancer|Pathogenesis of hodgkin's disease: Separation and culture of different kinds of cells from hodgkin's disease in a sterile isokinetic gradient of ficoll in tissue culture medium
1974|9.0|1.0|New Phytologist|THE EFFECT OF MECHANICAL FORCES ON THE EXUDATION OF ORGANIC SUBSTANCES BY THE ROOTS OF CEREAL PLANTS GROWN UNDER STERILE CONDITIONS
1975|17.0|1.0|Journal of Dairy Science|Heat Resistant Proteases Produced in Milk by Psychrotorophic Bacteria of Dairy Origin1
1976|14.0|1.0|In Vitro Cellular & Developmental Biology  Plant|Growth and characterization of human skin epithelial cell cultures
1977|12.0|1.0|Molecular Genetics and Genomics|The Isolation and Preliminary Characterisation of Auxotrophic and Analogue Resistant Mutants of the Moss, Physcomitreila patens
1978|12.0|2.0|Experimental Cell Research|Studies on fertilization in the ascidans: I. Self-sterility and specific recognition between gametes of Ciona intestinalis
1979|44.0|1.0|Gene|Sterile host yeasts (SHY): A eukaryotic system of biological containment for recombinant DNA experiments
1980|16.0|1.0|Nature|Host range of Agrobacterium tumefaciens is determined by the Ti plasmid.
1981|42.0|3.0|The Journal of Neuroscience|Neuronal death in the spinal ganglia of the chick embryo and its reduction by nerve growth factor
1982|47.0|2.0|Molecular Genetics and Genomics|Cytoplasmic hybridization in Nicotiana: mitochondrial DNA analysis in progenies resulting from fusion between protoplasts having different organelle constitutions.
1983|31.0|2.0|Nature|Genetic kin recognition: honey bees discriminate between full and half sisters
1984|17.0|1.0|Nature|Scrapie infectious agent is virus-like in size and susceptibility to inactivation
1985|31.0|1.5|Planta|Establishment and maintenance of friable, embryogenic maize callus and the involvement of L-proline
1986|19.0|2.0|International Journal of Systematic and Evolutionary Microbiology|Vibrio salmonicida sp. nov., a New Fish Pathogen
1987|19.0|2.0|Theoretical and Applied Genetics|Hairy root transformation in alfalfa ( Medicago sativa L.)
1988|33.0|2.0|Limnology and Oceanography|Contribution of bacteria to release and fixation of phosphorus in lake sediments
1989|27.0|2.0|The Plant Cell|Gametophytic and sporophytic expression of anther-specific genes in developing tomato anthers.
1990|18.0|2.0|Plant Molecular Biology|Characterization of radish mitochondrial atpA: influence of nuclear background on transcription of atpA -associated sequences and relationship with male sterility
1991|26.0|1.0|The New England Journal of Medicine|A Placebo-Controlled Trial of Maintenance Therapy with Fluconazole after Treatment of Cryptococcal Meningitis in the Acquired Immunodeficiency Syndrome
1992|64.0|2.0|Genetics|Use of a yeast site-specific recombinase to produce female germline chimeras in Drosophila.
1993|66.0|2.0|Cell|kelch encodes a component of intercellular bridges in Drosophila egg chambers.
1994|35.0|2.0||Steel Factor and c-kit Regulate Cell-Matrix Adhesion
1995|96.0|2.0|Cell|Hypermutation generating the sheep immunoglobulin repertoire is an antigen-independent process
1996|261.0|2.0|Cell|Mice Lacking p27Kip1 Display Increased Body Size, Multiple Organ Hyperplasia, Retinal Dysplasia, and Pituitary Tumors
1997|68.0|3.0|Gut|The potential role of procalcitonin and interleukin 8 in the prediction of infected necrosis in acute pancreatitis
1998|85.0|4.0|Molecular Cell|Meiotic Prophase Arrest with Failure of Chromosome Synapsis in Mice Deficient for Dmc1, a Germline-Specific RecA Homolog
1999|93.0|5.0|Cell|CNS Myelin and Sertoli Cell Tight Junction Strands Are Absent in Osp/Claudin-11 Null Mice
2000|358.0|5.0|Nature|Functional genomic analysis of C.|[nbsp]|elegans chromosome I bysystematic RNA interference
2001|231.0|6.0|Current Biology|Large-scale analysis of gene function in Caenorhabditis elegans by high-throughput RNAi
2002|428.0|7.0|Nature|CD4 + CD25 + regulatory T cells control Leishmania major persistence and immunity
2003|459.0|7.0|The New England Journal of Medicine|Decline in Invasive Pneumococcal Disease after the Introduction of Protein-Polysaccharide Conjugate Vaccine
2004|456.0|7.0|Nature|Inferences, questions and possibilities in Toll-like receptor signalling
2005|168.0|7.0|Nature Genetics|Silencing of unsynapsed meiotic chromosomes in the mouse
2006|276.0|7.0|Nature|An aluminium nitride light-emitting diode with a wavelength of 210|[thinsp]|nanometres
2007|251.0|7.0|Nature Medicine|Identification of a key pathway required for the sterile inflammatory response triggered by dying cells
2008|702.0|7.0|Nature Reviews Immunology|How regulatory T cells work.
2009|248.0|8.0|Food Chemistry|Perspectives for chitosan based antimicrobial films in food applications
2010|607.0|7.0|Nature Reviews Immunology|Sterile inflammation: sensing and reacting to damage
